Date,Average air temp (°C),RH (%),Average wind dirn (deg),Average wind speed (km/h),Total daily precipitation (mm)
DATETIME,TEMP,RH,WD,WS,PRECIP
8/09/2017 12:00,12.5,78,203,5.5,6.5
9/09/2017 12:00,10.1,97,279,7.2,31.3
10/09/2017 12:00,8.3,90,72,4,9.9
11/09/2017 12:00,10,80,155,3.3,4.1
12/09/2017 12:00,10.1,83,246,5.6,1.1
13/09/2017 12:00,12.9,79,216,4.1,0.3
14/09/2017 12:00,15.7,79,210,5,6.8
15/09/2017 12:00,17.9,71,214,5.7,0
16/09/2017 12:00,14.1,83,234,6.1,9.2
17/09/2017 12:00,12,93,208,5.3,1.8
18/09/2017 12:00,7.3,94,15,4.2,23
19/09/2017 12:00,12.3,65,219,4.8,0.9
20/09/2017 12:00,15.3,70,209,2.6,0.6
21/09/2017 12:00,10.3,96,184,2.7,3
22/09/2017 12:00,13.7,69,39,2.6,5.4
23/09/2017 12:00,16.5,61,184,2.4,0
24/09/2017 12:00,14.8,85,182,3.3,0
25/09/2017 12:00,13.6,88,150,4.6,0
26/09/2017 12:00,13.7,100,145,6.6,5.1
27/09/2017 12:00,15.9,67,308,2,29.8
28/09/2017 12:00,15.1,66,208,2.8,0
29/09/2017 12:00,13.2,84,212,3.8,0
30/09/2017 12:00,15.4,80,188,4,0.5
1/10/2017 12:00,9.9,95,106,2,3.7
2/10/2017 12:00,13.7,83,189,7.3,5.8
3/10/2017 12:00,14.8,75,161,5.1,0.3
4/10/2017 12:00,15.3,62,100,4,0
5/10/2017 12:00,17.1,70,326,3.4,0
6/10/2017 12:00,12.4,97,237,3,21.4
7/10/2017 12:00,13.8,86,241,1.8,1.8
8/10/2017 12:00,13.2,91,161,3.7,14.9
9/10/2017 12:00,13.4,96,204,1.9,8.3
10/10/2017 12:00,17.6,71,225,3.9,6
11/10/2017 12:00,12.6,80,233,5.4,9.7
12/10/2017 12:00,15,60,210,3.6,2.8
13/10/2017 12:00,13,80,133,3.8,0
14/10/2017 12:00,17.9,71,236,4,2.3
15/10/2017 12:00,13.4,58,228,6.4,1.3
16/10/2017 12:00,14.9,73,211,4.9,0
17/10/2017 12:00,15.2,60,358,5.7,0
18/10/2017 12:00,15.5,61,197,1.8,0
19/10/2017 12:00,16.4,33,304,2.8,0
20/10/2017 12:00,19.2,50,252,1.4,0
21/10/2017 12:00,16.4,63,276,5.4,0
22/10/2017 12:00,14.1,99,70,6.4,4
23/10/2017 12:00,10.1,98,232,0.4,7.6
24/10/2017 12:00,15.6,68,275,4.2,3.7
25/10/2017 12:00,14.5,72,245,4.3,0
26/10/2017 12:00,17,64,248,4.8,2.5
27/10/2017 12:00,15.9,82,208,2.2,4.1
28/10/2017 12:00,14,89,308,1.4,2.4
29/10/2017 12:00,16.5,84,296,2.6,6.9
30/10/2017 12:00,19.5,62,225,3.2,0.3
31/10/2017 12:00,16.3,77,165,2.4,0
1/11/2017 12:00,16.1,66,280,3,0
2/11/2017 12:00,17.4,65,256,2.6,0
3/11/2017 12:00,14.7,94,151,3.5,1.9
4/11/2017 12:00,16.5,100,63,4.2,45.8
5/11/2017 12:00,15.3,93,128,2.3,2.1
6/11/2017 12:00,14.5,52,248,0.8,0.3
7/11/2017 12:00,18.1,51,243,1.2,0
8/11/2017 12:00,15.1,71,244,2.3,14.8
9/11/2017 12:00,16.6,59,236,0.5,0
10/11/2017 12:00,20.9,49,204,0.4,0
11/11/2017 12:00,16.7,50,206,2.6,0
12/11/2017 12:00,14.9,52,147,0.4,0
13/11/2017 12:00,17.9,54,150,0.4,0
14/11/2017 12:00,16.5,62,154,0.4,0
15/11/2017 12:00,17.1,63,180,0.4,0.3
16/11/2017 12:00,17.6,66,302,0.4,3.5
17/11/2017 12:00,19.7,49,187,0.4,2.8
18/11/2017 12:00,17.2,55,129,2.1,0
19/11/2017 12:00,13.5,73,180,4.3,1.3
20/11/2017 12:00,20.3,55,121,0.9,0
21/11/2017 12:00,22.9,58,119,1.1,0
22/11/2017 12:00,19.6,50,110,0.4,0
23/11/2017 12:00,23.3,61,139,0.8,0
24/11/2017 12:00,23.6,65,146,1,0
25/11/2017 12:00,18.3,85,198,0.4,0
26/11/2017 12:00,19.1,73,187,0.4,0
27/11/2017 12:00,18.9,73,159,0.4,0
28/11/2017 12:00,21.5,69,148,0.8,1.1
29/11/2017 12:00,20,71,141,1.8,0.6
30/11/2017 12:00,22.2,62,264,1.3,8.7
1/12/2017 12:00,23.2,59,275,1.3,20.4
2/12/2017 12:00,24.5,51,172,1.6,0
3/12/2017 12:00,21.9,66,150,3.2,0
4/12/2017 12:00,26.2,58,138,3,0
5/12/2017 12:00,24.2,63,145,3,0
6/12/2017 12:00,29,37,127,1.9,0
7/12/2017 12:00,24.4,61,129,2.7,0
8/12/2017 12:00,19.8,82,160,1.6,0
9/12/2017 12:00,24,57,122,4.1,0.3
10/12/2017 12:00,23.6,61,149,2.4,0
11/12/2017 12:00,23.5,65,155,3.8,2.8
12/12/2017 12:00,22.4,56,193,3.5,2.4
13/12/2017 12:00,21.4,52,145,5.6,0
14/12/2017 12:00,21.9,50,145,3.8,0.6
15/12/2017 12:00,21.8,54,128,2.9,0
16/12/2017 12:00,24,58,146,3.6,0
17/12/2017 12:00,24.7,54,135,2.1,0
18/12/2017 12:00,19.2,92,187,1.6,0.5
19/12/2017 12:00,21,65,183,5.5,14.3
20/12/2017 12:00,20.3,45,147,6.1,0.8
21/12/2017 12:00,22.6,47,114,4,0
22/12/2017 12:00,26.3,59,131,3,0
23/12/2017 12:00,18.2,84,340,1.5,16.5
24/12/2017 12:00,16,93,289,1.4,0
25/12/2017 12:00,23.4,59,164,2.6,1
26/12/2017 12:00,19.5,72,300,3.1,4.4
27/12/2017 12:00,19.5,46,314,3.5,0
28/12/2017 12:00,15.7,48,118,4.8,0
29/12/2017 12:00,23,50,119,3.8,0
30/12/2017 12:00,22.4,50,110,2.6,0
31/12/2017 12:00,23,50,123,4.5,0
1/01/2018 12:00,16.2,98,9,2.7,3.3
2/01/2018 12:00,22.2,74,55,1.9,3.7
3/01/2018 12:00,19.9,95,53,1.3,6.4
4/01/2018 12:00,20.7,89,292,2.5,0.3
5/01/2018 12:00,18.4,96,292,4.8,35.6
6/01/2018 12:00,20.4,75,352,2,20.6
7/01/2018 12:00,18.9,90,229,1.8,6
8/01/2018 12:00,24.8,54,204,2.8,0
9/01/2018 12:00,24.5,68,332,4.5,0
10/01/2018 12:00,24.6,75,138,4.1,0
11/01/2018 12:00,26.1,58,114,3.4,0
12/01/2018 12:00,25.8,63,115,3.1,0
13/01/2018 12:00,20.8,76,137,2.3,1.3
14/01/2018 12:00,23.4,70,110,1.7,0
15/01/2018 12:00,21.1,79,123,1.7,0
16/01/2018 12:00,20.7,76,110,2.7,0
17/01/2018 12:00,20.2,70,92,3.6,0
18/01/2018 12:00,20.1,78,107,3.8,1.3
19/01/2018 12:00,21.6,82,275,2.4,6
20/01/2018 12:00,24.1,72,115,3.9,0.8
21/01/2018 12:00,28.1,61,119,3.2,0
22/01/2018 12:00,21.1,85,180,4.2,2
23/01/2018 12:00,21.4,90,251,2.2,3.6
24/01/2018 12:00,26.1,65,147,3.5,11.7
25/01/2018 12:00,22.9,79,176,2.3,0
26/01/2018 12:00,27.5,62,129,1.5,0
27/01/2018 12:00,27.2,54,137,1.7,1.8
28/01/2018 12:00,30,48,122,2.2,0
29/01/2018 12:00,27.7,52,131,1.9,2.3
30/01/2018 12:00,25.3,66,118,1.8,0
31/01/2018 12:00,23,63,101,3.1,0
1/02/2018 12:00,20.5,82,104,4.4,0
2/02/2018 12:00,18.3,76,43,3.4,51.9
3/02/2018 12:00,17.5,67,260,3.3,0
4/02/2018 12:00,22.3,50,154,2.3,0
5/02/2018 12:00,23.6,65,130,3.9,0
6/02/2018 12:00,20.6,70,130,4.2,1.6
7/02/2018 12:00,20.2,68,110,1,0
8/02/2018 12:00,20.8,54,106,2.2,1.8
9/02/2018 12:00,17.1,93,267,1.5,4.4
10/02/2018 12:00,20.8,99,145,0.4,15.8
11/02/2018 12:00,22.5,98,98,2.5,2.2
12/02/2018 12:00,25.9,77,157,3.6,26.8
13/02/2018 12:00,20.8,100,31,5.8,24.5
14/02/2018 12:00,22.5,87,18,2.4,23
15/02/2018 12:00,23.9,65,23,3.3,11.4
16/02/2018 12:00,25.3,66,25,3.4,10.3
17/02/2018 12:00,25.1,70,303,3.8,4.3
18/02/2018 12:00,26.1,67,335,2.6,0
19/02/2018 12:00,24.1,82,292,2.6,0
20/02/2018 12:00,20,99,287,6.5,12.2
21/02/2018 12:00,19.7,82,312,4.3,16.6
22/02/2018 12:00,16,92,262,3.2,1.7
23/02/2018 12:00,20.9,63,234,2.2,0.3
24/02/2018 12:00,20.5,66,252,1.9,0
25/02/2018 12:00,23,57,26,3.8,0
26/02/2018 12:00,19.9,71,28,3.4,0
27/02/2018 12:00,15.8,86,169,2,3
28/02/2018 12:00,18.7,80,205,2.3,2.9
1/03/2018 12:00,19.7,79,142,2.2,0
2/03/2018 12:00,20.8,76,55,1.6,0
3/03/2018 12:00,20.9,65,282,1.9,0
4/03/2018 12:00,23,65,244,4,0
5/03/2018 12:00,25,63,274,1.4,0
6/03/2018 12:00,23.3,72,35,2.3,0
7/03/2018 12:00,22.7,83,120,1.7,3.9
8/03/2018 12:00,24.2,58,25,2.5,2.1
9/03/2018 12:00,22.1,62,26,2.2,1.7
10/03/2018 12:00,19.3,55,180,2.3,0
11/03/2018 12:00,19.3,61,155,2.5,0
12/03/2018 12:00,19.4,66,180,1.8,0
13/03/2018 12:00,18.8,77,291,7.2,9.2
14/03/2018 12:00,18,60,275,4.9,3.4
15/03/2018 12:00,18.4,77,254,3.3,0
16/03/2018 12:00,19,82,245,4.7,1
17/03/2018 12:00,19.9,64,196,2.7,0
18/03/2018 12:00,19.9,59,324,2.6,0
19/03/2018 12:00,22.6,56,248,1.7,0
20/03/2018 12:00,20.9,63,258,1.6,0
21/03/2018 12:00,21.3,62,248,1.1,0.3
22/03/2018 12:00,18.8,78,168,1.1,1
23/03/2018 12:00,18.9,72,219,2.6,0.6
24/03/2018 12:00,19.1,76,163,3.1,0
25/03/2018 12:00,21.5,72,184,2.5,7.8
26/03/2018 12:00,23.1,67,211,3.2,0
27/03/2018 12:00,22.1,68,243,3.4,0
28/03/2018 12:00,18.2,86,206,2.3,0
29/03/2018 12:00,21.9,81,220,3.3,0
30/03/2018 12:00,21.8,66,222,3.7,0.9
31/03/2018 12:00,20,71,217,4.5,0
1/04/2018 12:00,21.3,56,260,1.7,1.9
2/04/2018 12:00,16.5,65,246,2.7,0
3/04/2018 12:00,18.8,76,191,3.5,0
4/04/2018 12:00,21.8,81,242,4.3,1.9
5/04/2018 12:00,20.1,61,270,1.7,3.6
6/04/2018 12:00,18.8,74,224,3.2,0
7/04/2018 12:00,17.9,78,211,2.6,0
8/04/2018 12:00,18.2,71,111,4.4,0
9/04/2018 12:00,15.9,90,241,3.1,0
10/04/2018 12:00,16.1,98,229,6.7,10.3
11/04/2018 12:00,7.4,89,323,2.2,23.3
12/04/2018 12:00,12,60,60,4.9,0
13/04/2018 12:00,13.5,69,320,5.3,3.4
14/04/2018 12:00,13.3,94,301,1.7,5.3
15/04/2018 12:00,17.7,76,292,1.6,0.6
16/04/2018 12:00,18.2,99,115,5.8,18
17/04/2018 12:00,16.8,97,165,3.5,1.6
18/04/2018 12:00,13.5,76,204,7.3,4.7
19/04/2018 12:00,14.3,73,213,3.8,0
20/04/2018 12:00,15.5,78,228,4,0.3
21/04/2018 12:00,15.9,87,231,4,0.9
22/04/2018 12:00,14.2,65,235,5,1.4
23/04/2018 12:00,12.7,79,192,1.7,0
24/04/2018 12:00,16.2,72,162,5.2,0.3
25/04/2018 12:00,14.2,74,134,2,0
26/04/2018 12:00,16.6,76,154,2.4,0
27/04/2018 12:00,15.8,70,172,3.8,0
28/04/2018 12:00,15.7,90,178,2.4,1.4
29/04/2018 12:00,15.4,100,303,2.1,39.1
30/04/2018 12:00,18.1,87,19,0.4,19.8
1/05/2018 12:00,20.2,72,196,2,1.3
2/05/2018 12:00,16.8,63,235,4.3,0
3/05/2018 12:00,16.1,57,230,1.4,0
4/05/2018 12:00,15.8,72,193,1.7,0
5/05/2018 12:00,13.7,85,150,2.6,0
6/05/2018 12:00,13.4,100,18,2.8,3.1
7/05/2018 12:00,14,70,290,3.7,1.1
8/05/2018 12:00,14.9,75,252,2.3,0
9/05/2018 12:00,16.9,74,257,4.1,0.3
10/05/2018 12:00,18.1,69,260,2.2,0
11/05/2018 12:00,15.6,86,248,3.4,0
12/05/2018 12:00,14.9,100,301,3.4,24.1
13/05/2018 12:00,16.3,100,256,1.9,15.8
14/05/2018 12:00,17.9,85,113,1.4,0.9
15/05/2018 12:00,16.6,86,268,2.8,4.7
16/05/2018 12:00,15.9,96,255,5.1,13.3
17/05/2018 12:00,11.2,94,252,3.4,8.8
18/05/2018 12:00,13.1,94,252,4,1.1
19/05/2018 12:00,11.2,100,276,4.4,3.7
20/05/2018 12:00,13.5,84,83,4.3,10
21/05/2018 12:00,12.6,95,116,3.6,5.4
22/05/2018 12:00,12.9,98,261,4.9,0.3
23/05/2018 12:00,8.7,100,17,3.4,26.9
24/05/2018 12:00,9.3,93,34,4,3
25/05/2018 12:00,9.2,100,78,3.7,19.8
26/05/2018 12:00,9.6,75,184,4.7,6.6
27/05/2018 12:00,9.8,97,188,4.3,2.7
28/05/2018 12:00,8.3,63,220,5.2,0.6
29/05/2018 12:00,10,72,178,2.2,0
30/05/2018 12:00,10.7,68,162,0.8,0
31/05/2018 12:00,10.2,75,188,1.7,0
1/06/2018 12:00,11.4,80,166,2.3,0.3
2/06/2018 12:00,11.9,75,159,2.3,0
3/06/2018 12:00,10.5,90,113,3.2,2.3
4/06/2018 12:00,13.7,93,159,2,26.4
5/06/2018 12:00,11.9,98,334,4.2,38.2
6/06/2018 12:00,10.3,76,143,1.2,0
7/06/2018 12:00,8.8,65,199,4,6
8/06/2018 12:00,11.9,70,170,2.2,0
9/06/2018 12:00,12.1,79,114,2.6,0
10/06/2018 12:00,9.6,100,357,0.6,0
11/06/2018 12:00,10.5,83,131,2.2,0
12/06/2018 12:00,12.9,96,28,4.5,6
13/06/2018 12:00,11.4,100,214,4.6,34.7
14/06/2018 12:00,12.8,84,343,3.7,2
15/06/2018 12:00,11.8,96,171,1.9,0
16/06/2018 12:00,12.4,100,219,3.5,0.3
17/06/2018 12:00,14,82,224,4.3,8.4
18/06/2018 12:00,11,100,128,2.1,3.4
19/06/2018 12:00,11.5,100,221,0.5,9.8
20/06/2018 12:00,11,72,230,3.6,0
21/06/2018 12:00,11.4,67,138,3.6,0
22/06/2018 12:00,10.3,68,297,0.7,0
23/06/2018 12:00,6.6,91,2,2.6,0
24/06/2018 12:00,8.7,100,27,3.6,0.8
25/06/2018 12:00,10,96,42,5,25.8
26/06/2018 12:00,6.2,100,68,3.4,11.2
27/06/2018 12:00,7.3,83,255,1.8,3.6
28/06/2018 12:00,8.6,76,244,1.5,0.3
29/06/2018 12:00,9.7,70,255,2.6,0.3
30/06/2018 12:00,9,78,253,1.2,0
1/07/2018 12:00,8.6,87,215,2.8,0
2/07/2018 12:00,11.8,77,217,4.6,13.5
3/07/2018 12:00,9.1,75,211,2.2,0
4/07/2018 12:00,9.3,77,178,3.1,0
5/07/2018 12:00,10.8,63,176,1.5,0.3
6/07/2018 12:00,11.7,68,186,0.8,0
7/07/2018 12:00,7.6,100,316,2.5,0
8/07/2018 12:00,12.6,92,151,7.1,2.5
9/07/2018 12:00,10.9,96,265,6.2,20.8
10/07/2018 12:00,6.5,100,229,3.1,16.9
11/07/2018 12:00,8.3,100,47,3.2,0.6
12/07/2018 12:00,10.6,93,215,3.2,0.6
13/07/2018 12:00,10.4,94,220,0.4,1.1
14/07/2018 12:00,11.8,85,256,2.4,4.3
15/07/2018 12:00,10.7,86,234,2.6,0.3
16/07/2018 12:00,12.3,92,262,3.8,10.3
17/07/2018 12:00,11.4,84,167,3.8,1.4
18/07/2018 12:00,12.2,89,234,2.4,0
19/07/2018 12:00,9.7,100,277,3.7,5.1
20/07/2018 12:00,9.1,100,318,2.1,2.9
21/07/2018 12:00,10.7,75,188,4.5,0.3
22/07/2018 12:00,9.8,100,189,4.7,18.9
23/07/2018 12:00,8.8,99,259,4.3,2.6
24/07/2018 12:00,9.5,83,170,1.8,0
25/07/2018 12:00,9.1,90,244,3.9,0.3
26/07/2018 12:00,12.4,89,237,4.8,1.2
27/07/2018 12:00,11.5,86,260,3.5,0.3
28/07/2018 12:00,11.5,82,231,5.1,1.2
29/07/2018 12:00,12.3,88,137,4.6,0.3
30/07/2018 12:00,10,71,172,1.9,1.6
31/07/2018 12:00,8.5,91,345,1,0
1/08/2018 12:00,11.8,95,312,3.1,0.3
2/08/2018 12:00,13.8,77,3,2.7,0
3/08/2018 12:00,9.2,100,172,0.4,4.9
4/08/2018 12:00,8.5,99,259,1.8,0.3
5/08/2018 12:00,11.8,94,134,4.6,5.2
6/08/2018 12:00,12.5,84,27,1.2,8.8
7/08/2018 12:00,15.1,63,210,1.8,0
8/08/2018 12:00,12.9,90,175,4.4,0
9/08/2018 12:00,12.2,85,177,4.2,5.4
10/08/2018 12:00,12.5,73,152,3.7,0
11/08/2018 12:00,13.7,68,267,2.7,0
12/08/2018 12:00,14,66,218,1.6,0
13/08/2018 12:00,12.3,68,222,2.2,0
14/08/2018 12:00,9.9,99,48,4.1,8.7
15/08/2018 12:00,11.6,79,178,5.8,9.1
16/08/2018 12:00,12.2,79,172,4.3,0
17/08/2018 12:00,11.5,94,160,5.9,3.1
18/08/2018 12:00,9.3,82,241,3.5,5.2
19/08/2018 12:00,9.9,78,248,1.7,0
20/08/2018 12:00,11.8,90,186,2.6,0
21/08/2018 12:00,9.6,99,40,3.7,29.3
22/08/2018 12:00,9.5,86,139,5.2,23.4
23/08/2018 12:00,11.3,88,187,6.1,17.4
24/08/2018 12:00,9.9,74,251,3.8,0
25/08/2018 12:00,11.4,73,224,3.5,1
26/08/2018 12:00,13.5,75,174,2.7,0.6
27/08/2018 12:00,9.2,90,124,1.6,0
28/08/2018 12:00,13.9,69,31,3.5,0
29/08/2018 12:00,10.6,96,122,2.2,8.9
30/08/2018 12:00,12.7,88,102,2.6,0.3
31/08/2018 12:00,12.7,86,28,3.9,8.2
1/09/2018 12:00,12.7,86,66,3.9,0.3
2/09/2018 12:00,11,100,297,5.4,8.4
3/09/2018 12:00,11.4,82,93,4.1,12.1
4/09/2018 12:00,8.2,94,85,1.5,8.3
5/09/2018 12:00,11.8,82,155,4,4.8
6/09/2018 12:00,10.9,70,99,4.1,2.8
7/09/2018 12:00,12.6,66,254,5.9,0
8/09/2018 12:00,14.2,57,174,3.5,0
9/09/2018 12:00,10.7,58,124,5.2,0
10/09/2018 12:00,13.6,59,295,1.3,0
11/09/2018 12:00,13.6,63,193,2.3,0
12/09/2018 12:00,14.8,60,114,3,0
13/09/2018 12:00,13.2,77,270,3.6,0
14/09/2018 12:00,14.7,65,146,4.6,0
15/09/2018 12:00,18.3,55,272,3.7,0
16/09/2018 12:00,13.5,78,170,3.2,0
17/09/2018 12:00,17.5,71,125,5.5,1.1
18/09/2018 12:00,17.6,72,157,1.1,0
19/09/2018 12:00,15.9,73,144,3.1,1.7
20/09/2018 12:00,21.2,61,124,1.7,0
21/09/2018 12:00,15.5,70,121,3.3,0
22/09/2018 12:00,16,61,126,3,0.3
23/09/2018 12:00,16,57,99,2.9,0
24/09/2018 12:00,12.6,84,82,3.5,0
25/09/2018 12:00,8.3,86,343,5.4,13.8
26/09/2018 12:00,12,68,270,5.7,5.1
27/09/2018 12:00,13.6,68,191,1.4,0.3
28/09/2018 12:00,12.4,70,157,3.4,4.4
29/09/2018 12:00,11.9,70,168,3.6,0
30/09/2018 12:00,11,89,158,4.2,0
1/10/2018 12:00,14.8,72,134,4.1,0
2/10/2018 12:00,14.5,68,205,4.1,12.2
3/10/2018 12:00,16.2,66,298,2.9,0
4/10/2018 12:00,15.6,73,133,4.3,0
5/10/2018 12:00,15.9,65,173,2.9,0.6
6/10/2018 12:00,17.8,64,135,1.5,0
7/10/2018 12:00,14.2,78,98,3.1,0
8/10/2018 12:00,17.5,65,136,3,0
9/10/2018 12:00,13.1,68,148,3,0
10/10/2018 12:00,13.4,69,100,5.3,0.3
11/10/2018 12:00,15.5,70,98,4.2,0
12/10/2018 12:00,11.3,92,323,8.7,26.5
13/10/2018 12:00,10.4,53,277,5.1,3.9
14/10/2018 12:00,14.8,69,214,4.2,0
15/10/2018 12:00,16.5,52,247,3.3,0
16/10/2018 12:00,14.6,62,160,2.4,0
17/10/2018 12:00,13.7,66,106,5.7,0
18/10/2018 12:00,15.8,68,191,3.5,0
19/10/2018 12:00,18.8,22,NA,2.9484,0
20/10/2018 12:00,20,50,NA,3.564,NA
21/10/2018 12:00,18.6,57,NA,4.9248,NA
22/10/2018 12:00,19.2,68,NA,3.4992,NA
23/10/2018 12:00,19.7,68,NA,3.0132,NA
24/10/2018 12:00,17.3,69,NA,3.348,NA
25/10/2018 12:00,14.9,71,270,7.5,0.6
26/10/2018 12:00,17,67,295,5.3,2.1
27/10/2018 12:00,16.6,73,318,9.2,0
28/10/2018 12:00,14.9,87,315,8.2,15.1
29/10/2018 12:00,13.3,88,359,5.9,1.3
30/10/2018 12:00,13.2,85,286,4.2,7.9
31/10/2018 12:00,16.5,63,261,6.4,3.9
1/11/2018 12:00,11.1,85,257,10.4,8.5
2/11/2018 12:00,16.2,42,177,8,2.5
3/11/2018 12:00,10.4,98,330,5.9,0.8
4/11/2018 12:00,14.9,62,248,10.7,9
5/11/2018 12:00,15.3,65,223,8.7,0
6/11/2018 12:00,18.7,67,298,6.6,0
7/11/2018 12:00,19.6,63,300,6.6,0
8/11/2018 12:00,17.5,98,303,7.9,3.7
9/11/2018 12:00,17.6,88,329,9.5,0.5
10/11/2018 12:00,17.8,61,293,5,11.1
11/11/2018 12:00,17.2,65,347,2.3,0
12/11/2018 12:00,17.4,71,353,4.7,0
13/11/2018 12:00,20,75,293,5.7,2.9
14/11/2018 12:00,20.4,56,340,4.2,2.6
15/11/2018 12:00,19.4,67,303,5.4,0
16/11/2018 12:00,19.6,65,325,6.7,0
17/11/2018 12:00,18.3,55,294,6.6,0
18/11/2018 12:00,18.6,65,284,7.2,0
19/11/2018 12:00,10.8,92,202,5.2,4.3
20/11/2018 12:00,13.8,58,325,5.3,0
21/11/2018 12:00,10.9,86,346,7.9,7.3
22/11/2018 12:00,15.4,65,232,5.7,5.7
23/11/2018 12:00,20.2,55,30,3.6,0
24/11/2018 12:00,14.5,91,19,5.7,11.6
25/11/2018 12:00,16,95,78,4.9,10.8
26/11/2018 12:00,19.1,78,318,6.4,10.8
27/11/2018 12:00,18.3,75,11,3.4,0.6
28/11/2018 12:00,19,73,148,5.4,5.9
29/11/2018 12:00,19.8,57,90,5.3,0.6
30/11/2018 12:00,15.3,92,64,3.8,1.9
1/12/2018 12:00,17.2,84,53,9.3,7.3
2/12/2018 12:00,20.8,77,20,8.4,23.1
3/12/2018 12:00,18.8,78,1,5.3,1.8
4/12/2018 12:00,17.1,99,334,7,25.7
5/12/2018 12:00,15.7,71,257,10.3,2.5
6/12/2018 12:00,14.9,78,261,7.4,4.6
7/12/2018 12:00,17.6,44,157,9.8,4
8/12/2018 12:00,21.1,69,332,5.9,0
9/12/2018 12:00,21.9,69,312,5.7,0
10/12/2018 12:00,22.9,67,307,5,0
11/12/2018 12:00,18.5,84,310,3.7,0
12/12/2018 12:00,20.6,76,309,4.5,0.5
13/12/2018 12:00,21.3,72,351,4.8,0.3
14/12/2018 12:00,22.6,64,292,4.6,17.9
15/12/2018 12:00,18,85,80,3.8,17.6
16/12/2018 12:00,23.4,62,32,4.3,0.5
17/12/2018 12:00,22.5,74,295,5.1,0
18/12/2018 12:00,24.1,64,303,8,0
19/12/2018 12:00,21.4,64,279,8.6,0
20/12/2018 12:00,15,96,322,2.4,36.7
21/12/2018 12:00,18.5,77,288,8.3,0
22/12/2018 12:00,20.1,65,272,6.5,0
23/12/2018 12:00,20.6,66,346,4.3,0
24/12/2018 12:00,18,93,89,4.1,23.1
25/12/2018 12:00,21.2,72,337,9.9,30.3
26/12/2018 12:00,22,78,287,6.7,0.8
27/12/2018 12:00,20.6,64,294,7,0
28/12/2018 12:00,23.6,51,116,5.9,0
29/12/2018 12:00,20.4,74,302,5.3,4.1
30/12/2018 12:00,21.2,66,282,5.4,0
31/12/2018 12:00,21.1,74,215,8.6,0
1/01/2019 12:00,22.6,76,300,3.9,0
2/01/2019 12:00,23,71,294,5.8,0
3/01/2019 12:00,21.5,80,268,6.9,0
4/01/2019 12:00,22,59,232,8.2,0
5/01/2019 12:00,22.9,70,320,7.4,0
6/01/2019 12:00,24.8,57,213,7.7,0
7/01/2019 12:00,25.2,62,304,7.5,0
8/01/2019 12:00,23.3,65,306,7.1,0
9/01/2019 12:00,25.7,59,310,7.7,0
10/01/2019 12:00,23.5,71,307,6.1,0
11/01/2019 12:00,24.8,64,279,8.1,0
12/01/2019 12:00,25.9,52,59,5.6,0
13/01/2019 12:00,22.3,67,358,5.2,7.8
14/01/2019 12:00,12.4,95,346,4.6,18.7
15/01/2019 12:00,15.5,92,176,5.2,10.3
16/01/2019 12:00,21.4,73,190,6.6,6.1
17/01/2019 12:00,24.8,73,294,6.3,0
18/01/2019 12:00,22.3,70,235,7.3,0
19/01/2019 12:00,22.9,76,306,7.4,0
20/01/2019 12:00,21.3,60,256,8.6,1.8
21/01/2019 12:00,21,61,250,12.5,0
22/01/2019 12:00,21.1,54,222,10,0
23/01/2019 12:00,23.3,61,204,9,0
24/01/2019 12:00,23.7,69,293,6,2.6
25/01/2019 12:00,22.5,58,297,5.2,0
26/01/2019 12:00,19,68,271,6.4,0
27/01/2019 12:00,20.2,80,217,7,0
28/01/2019 12:00,24.6,70,228,8.4,0
29/01/2019 12:00,30,55,74,2.8,0.3
30/01/2019 12:00,27.3,53,343,5.9,0
31/01/2019 12:00,27.1,66,318,4.6,0
1/02/2019 12:00,21.4,76,312,6.9,0
2/02/2019 12:00,24.4,64,99,4.9,0
3/02/2019 12:00,20.4,57,100,4.1,0
4/02/2019 12:00,24.4,62,276,6.6,0
5/02/2019 12:00,25.3,59,283,6,0
6/02/2019 12:00,25.7,50,116,3.7,0
7/02/2019 12:00,19.8,55,88,9.4,0
8/02/2019 12:00,21.7,43,40,6.7,0
9/02/2019 12:00,24.9,42,49,4.8,0
10/02/2019 12:00,24.6,44,88,6.9,0
11/02/2019 12:00,26.1,48,179,5.3,1.3
12/02/2019 12:00,22.6,73,289,6.4,0
13/02/2019 12:00,25.8,53,241,4.7,0
14/02/2019 12:00,27.9,52,316,5.7,0
15/02/2019 12:00,26,55,185,5.3,0
16/02/2019 12:00,24,43,182,8.5,0
17/02/2019 12:00,21.8,60,279,4.3,0
18/02/2019 12:00,23.4,53,282,9.1,0
19/02/2019 12:00,23.9,58,312,5.8,0
20/02/2019 12:00,25.1,52,311,5.9,0
21/02/2019 12:00,20.8,86,345,6.7,0
22/02/2019 12:00,21.8,75,334,7,0
23/02/2019 12:00,20.1,90,238,4.2,17.3
24/02/2019 12:00,18.3,62,258,7,1.9
25/02/2019 12:00,18.7,51,119,9.7,11.7
26/02/2019 12:00,20.3,41,44,2,0
27/02/2019 12:00,20.7,55,336,5.2,0
28/02/2019 12:00,19.8,49,143,8.3,0
1/03/2019 12:00,19.6,43,86,3.4,0
2/03/2019 12:00,21,43,132,6.4,0
3/03/2019 12:00,23.9,46,302,5.7,0
4/03/2019 12:00,24.5,41,226,4.4,1.3
5/03/2019 12:00,22.8,49,287,5.7,0
